fiscal_year,Customer,SubCustomer,PlatformPortfolio,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2015,Defense,Air Force,Aircraft,N,Sometimes Small Vendor,PID,0,1,1,65,65,921,570651849.9
2015,Defense,Air Force,"Electronics, Comms, & Sensors",B,Big Five,PID,0,1,1,5,5,3274,2391492478
2015,Defense,Air Force,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,0,0,1,24,25,29,146638.5
2015,Defense,Air Force,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,0,1,1,39,39,577,1198513506
2015,Defense,Air Force,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,Duns,0,1,1,1,1,91,4274710.13
2015,Defense,Air Force,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,0,0,0,21,21,28,-88322.67
2015,Defense,Air Force,Facilities and Construction,L,Large Vendor,PID,1,1,1,3,3,44,43944285.75
2015,Defense,Air Force,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,0,0,3,3,4,5495.99
2015,Defense,Air Force,Facilities and Construction,N,Sometimes Small Vendor,PDuns,0,1,1,1689,1862,12996,932842368.9
2015,Defense,Air Force,Facilities and Construction,S,Always Small Vendor,PDuns,1,0,1,4,4,4,33275.64
2015,Defense,Air Force,Land Vehicles,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,2,39900.6
2015,Defense,Air Force,Missile Defense,L,Large Vendor,PID,0,1,1,1,1,4,322041.21
2015,Defense,Air Force,Missile Defense,M,Medium Vendor,PID,0,1,1,1,1,5,1100000
2015,Defense,Air Force,Missile Defense,N,Sometimes Small Vendor,PDuns,0,1,1,3,3,27,3921567.78
2015,Defense,Air Force,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,0
2015,Defense,Air Force,Ordnance and Missiles,S,Always Small Vendor,PID,0,1,1,2,2,2,360030
2015,Defense,Air Force,Other Products,M,Medium Vendor,PID,1,1,1,1,1,0,0
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,NULL,1,1,4,4,0,0
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,0,0,0,3,3,2,11500
2015,Defense,Air Force,Other R&D and Knowledge Based,M,Medium Vendor,PDuns,1,1,1,119,121,253,55058809.23
2015,Defense,Air Force,Other Services,L,Large Vendor,PDuns,0,1,1,6,7,3,127959.04
2015,Defense,Air Force,Other Services,M,Medium Vendor,PDuns,0,0,1,36,36,69,176405.87
2015,Defense,Air Force,Other Services,M,Medium Vendor,PID,1,1,1,1,1,2,913925.18
2015,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,0,1,1,345,378,1870,150302882.8
2015,Defense,Air Force,Other Services,N,Sometimes Small Vendor,PDuns,1,1,1,6,6,109,1058599.84
2015,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,NULL,0,1,1,1,NULL,0
2015,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,0,0,0,10,10,13,-20917.85
2015,Defense,Air Force,Other Services,S,Always Small Vendor,PDuns,0,1,1,804,806,3970,345589614.8
2015,Defense,Air Force,Ships & Submarines,M,Medium Vendor,PDuns,0,1,1,3,3,12,133796.39
2015,Defense,Air Force,Ships & Submarines,M,Medium Vendor,PDuns,1,0,1,2,2,3,7182.67
2015,Defense,Air Force,Ships & Submarines,N,Sometimes Small Vendor,PID,0,1,1,4,4,5,631167.74
2015,Defense,Air Force,Space Systems,J,Large: Big 5 JV,PID,0,1,1,1,1,71,1729533963
2015,Defense,Air Force,Space Systems,L,Large Vendor,PID,0,1,1,24,24,331,197255557.1
2015,Defense,Air Force,Space Systems,S,Always Small Vendor,PDuns,0,1,1,159,159,517,94039040.92
2015,Defense,Army,Aircraft,L,Large Vendor,PID,0,1,1,29,29,1922,4393691705
2015,Defense,Army,Aircraft,L,Large Vendor,PID,1,1,1,1,1,3,-14028652
2015,Defense,Army,Aircraft,N,Sometimes Small Vendor,PDuns,1,1,1,2,2,4,24985.28
2015,Defense,Army,Aircraft,N,Sometimes Small Vendor,PID,0,1,1,46,46,540,382176735
2015,Defense,Army,Aircraft,S,Always Small Vendor,PID,0,1,1,3,3,587,396864873
2015,Defense,Army,"Electronics, Comms, & Sensors",L,Large Vendor,PID,0,1,1,86,86,14191,2786888352
2015,Defense,Army,"Electronics, Comms, & Sensors",M,Medium Vendor,PDuns,1,1,1,201,207,695,62883853.36
2015,Defense,Army,"Electronics, Comms, & Sensors",M,Medium Vendor,PID,0,0,1,3,3,5,11550
2015,Defense,Army,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,Duns,0,1,1,1,1,281,56327844.92
2015,Defense,Army,"Electronics, Comms, & Sensors",N,Sometimes Small Vendor,PDuns,0,0,0,1,1,2,1830.72
2015,Defense,Army,"Electronics, Comms, & Sensors",S,Always Small Vendor,PDuns,0,0,1,331,332,462,2125673.09
2015,Defense,Army,Facilities and Construction,B,Big Five,PID,0,1,1,5,5,748,162330708.7
2015,Defense,Army,Facilities and Construction,L,Large Vendor,PDuns,0,1,1,46,136,905,145671922.5
2015,Defense,Army,Facilities and Construction,L,Large Vendor,PDuns,1,1,1,1,1,1,8137.81
2015,Defense,Army,Facilities and Construction,L,Large Vendor,PID,NULL,1,1,1,1,NULL,0
2015,Defense,Army,Facilities and Construction,L,Large Vendor,PID,1,1,1,6,6,1328,354675165.1
2015,Defense,Army,Facilities and Construction,M,Medium Vendor,PDuns,NULL,1,1,54,54,7,35463
2015,Defense,Army,Facilities and Construction,M,Medium Vendor,PDuns,1,0,0,20,20,32,-345512.62
2015,Defense,Army,Facilities and Construction,M,Medium Vendor,PID,0,1,1,117,117,3320,2063624202
2015,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,NULL,0,0,79,79,0,0
2015,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,1,0,0,1,1,2,0
2015,Defense,Army,Facilities and Construction,S,Always Small Vendor,PDuns,1,1,1,21,21,45,1809412.06
2015,Defense,Army,Land Vehicles,L,Large Vendor,PID,1,1,1,1,1,11,-11824.92
2015,Defense,Army,Land Vehicles,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0
2015,Defense,Army,Land Vehicles,M,Medium Vendor,PDuns,1,0,1,7,7,16,57144.27
2015,Defense,Army,Land Vehicles,N,Sometimes Small Vendor,PDuns,0,0,1,14,14,25,155188.7
2015,Defense,Army,Land Vehicles,U,Unlabeled Vendor,Duns,1,1,1,1,1,1,119100
2015,Defense,Army,Missile Defense,N,Sometimes Small Vendor,PDuns,0,1,1,35,35,250,34574343.04
2015,Defense,Army,Missile Defense,S,Always Small Vendor,PDuns,0,0,0,1,1,1,-5840
2015,Defense,Army,Missile Defense,S,Always Small Vendor,PDuns,0,1,1,31,30,278,16780444.97
2015,Defense,Army,Ordnance and Missiles,B,Big Five,PID,0,1,1,5,5,1048,1531404611
2015,Defense,Army,Ordnance and Missiles,J,Large: Big 5 JV,PID,0,1,1,3,3,151,494347558.2
2015,Defense,Army,Ordnance and Missiles,M,Medium Vendor,PDuns,NULL,1,1,1,1,NULL,0
2015,Defense,Army,Ordnance and Missiles,M,Medium Vendor,PDuns,1,0,0,2,2,4,-200461.92
2015,Defense,Army,Ordnance and Missiles,S,Always Small Vendor,PDuns,NULL,1,1,2,2,0,0
2015,Defense,Army,Ordnance and Missiles,S,Always Small Vendor,PDuns,0,0,0,12,12,18,-276.73
2015,Defense,Army,Other Products,B,Big Five,PID,0,1,1,5,5,210,174938343.1
2015,Defense,Army,Other Products,M,Medium Vendor,PDuns,1,0,0,8,8,20,1279.72
2015,Defense,Army,Other Products,M,Medium Vendor,PDuns,1,1,1,127,134,561,10077794.47
2015,Defense,Army,Other Products,N,Sometimes Small Vendor,Duns,0,1,1,2,2,5901,40119419.34
2015,Defense,Army,Other Products,N,Sometimes Small Vendor,PDuns,0,0,0,5,5,11,-10229.17
2015,Defense,Army,Other Products,N,Sometimes Small Vendor,PDuns,0,1,1,1390,1573,8794,426013283.3
2015,Defense,Army,Other Products,S,Always Small Vendor,PDuns,0,0,1,415,416,785,2816216.71
2015,Defense,Army,Other R&D and Knowledge Based,NULL,NULL,PID,NULL,NULL,NULL,1,1,1,0
