CSIScontractID,SubawardReportYear,Query_Run_Date,Customer,SubCustomer,PrimePlaceIsForeign,PrimePlaceCountryText,SubPlaceIsForeign,SubPlaceCountryText,SubVendorIsForeign,SubVendorCountryText,SubDUNSIsForeign,SubDUNSCountryText,SubParentIsForeign,SubParentCountryText,IsPrimePlaceCanada,IsSubPlaceCanada,IsSubVendorCanadian,IsCCCsubVendor,PrimeAwardeeParentDuns,SubawardeeDunsnumber,SubawardeeParentDuns,SubawardeeStreet,StandardizedTopSubContractor,SubSupplier,SubSupplier_id,ParentID,isforeign,parentheadquarterscountrycode,SubawardeeName,PrimeAwardAmount,SubawardAmount,SubParentIDsupplier,CanadaSector,MaxOfIsPlaceCanada,MaxOfIsOriginCanada,MaxOfIsVendorCanadian,MaxOfIsCCCvendor,ParentIDsupplier
25559496,2013,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,1350 WESTPARK WAY,NULL,NULL,NULL,NULL,NULL,NULL,REDIFUN STIMULATION INC,33777592.0000,2125855.0000,REDIFUN STIMULATION INC,C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2014,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,955 FREEPORT PKWY STE 100,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",33777592.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2014,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,955 FREEPORT PKWY STE 100,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",33777592.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2014,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,1350 WESTPARK WAY,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",33777592.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2015,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,955 FREEPORT PKWY STE 100,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",0.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2016,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,955 FREEPORT PKWY STE 100,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",0.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2013,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,1350 WESTPARK WAY,NULL,NULL,NULL,NULL,NULL,NULL,REDIFUN STIMULATION INC,33777592.0000,2125855.0000,REDIFUN STIMULATION INC,C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25664209,2014,2016-09-26 06:50:16.527,Defense,Air Force,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,094373495,015697308,,27200 US HIGHWAY 98,NULL,NULL,NULL,NULL,NULL,NULL,BURGMAN TECHNICAL SERVICES L L C,963950.0000,103970.0000,BURGMAN TECHNICAL SERVICES L L C,Other R&D and Knowledge Based,0,0,0,NULL,SIERRA NEVADA
25559496,2014,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,955 FREEPORT PKWY STE 100,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",33777592.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
25559496,2016,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,008898843,031785103,,955 FREEPORT PKWY STE 100,NULL,NULL,NULL,NULL,NULL,NULL,"RSI VISUAL SYSTEMS, INC.",0.0000,2125855.0000,"RSI VISUAL SYSTEMS, INC.",C4ISR,0,0,0,NULL,L3 COMMUNICATIONS
3768730,2016,2016-09-26 06:50:16.527,State and IAP,State,1,Norway,1,Norway,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,963849760,249149659,,78 PTH 52 W,NULL,NULL,NULL,NULL,NULL,NULL,Mid Canada Millwork Ltd,0.0000,356330.0000,Mid Canada Millwork Ltd,"Other Facilities, Construction, Manufacturing and Testing",0,0,0,NULL,NULL
21462543,2013,2016-09-26 06:50:16.527,Defense,DLA,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,097537435,053968590,053968590,13400 LAKEFRONT DR,MIDWEST MEDICAL SUPPLY CO,NULL,NULL,NULL,NULL,NULL,"MIDWEST MEDICAL SUPPLY CO., L.L.C.",80763.1172,15.6600,MIDWEST MEDICAL SUPPLY CO,Other Products,0,0,0,NULL,CARDINAL HEALTH
62909778,2016,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,007872690,002826597,002826597,5336 LESOURDSVILLE WEST CHESTER ROAD,NULL,NULL,NULL,NULL,NULL,NULL,"COFFING CORPORATION, THE",0.0000,149600.0000,"COFFING CORPORATION, THE",Other R&D and Knowledge Based,0,0,0,NULL,THE MITRE
62909778,2016,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,007872690,002826597,002826597,5336 LESOURDSVILLE WEST CHESTER ROAD,NULL,NULL,NULL,NULL,NULL,NULL,"COFFING CORPORATION, THE",0.0000,149600.0000,"COFFING CORPORATION, THE",Other R&D and Knowledge Based,0,0,0,NULL,THE MITRE
62490829,2014,2016-09-26 06:50:16.527,Defense,DLA,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,,009557935,009557935,35 MELANIE LN,NULL,NULL,NULL,NULL,NULL,NULL,BREEZE-EASTERN CORPORATION,31701.5000,26913.1191,BREEZE-EASTERN CORPORATION,Air,0,0,0,NULL,TRIMAN INDUSTRIES
7975997,2013,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,001381284,007343429,007343429,4321 AIRBORN DR,AIRBORN INTERCONNECT,NULL,NULL,NULL,NULL,NULL,"AIRBORN INTERCONNECT, INC.",37134492.0000,52844.1719,AIRBORN INTERCONNECT,Land,0,0,0,NULL,GENERAL DYNAMICS
7975997,2013,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,001381284,007343429,007343429,4321 AIRBORN DR,AIRBORN INTERCONNECT,NULL,NULL,NULL,NULL,NULL,"AIRBORN INTERCONNECT, INC.",37134492.0000,28072.8809,AIRBORN INTERCONNECT,Land,0,0,0,NULL,GENERAL DYNAMICS
7975997,2013,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,001381284,007343429,007343429,4321 AIRBORN DR,AIRBORN INTERCONNECT,NULL,NULL,NULL,NULL,NULL,"AIRBORN INTERCONNECT, INC.",37134492.0000,52444.1406,AIRBORN INTERCONNECT,Land,0,0,0,NULL,GENERAL DYNAMICS
2934934,2013,2016-09-26 06:50:16.527,Defense,Navy,0,United States,0,United States,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,611641312,201041451,,ONE NEWTON AVE,ARMATEC SURVIVABILITY,NULL,NULL,NULL,NULL,NULL,ARMATEC SURVIVABILITY CORP,7639687.5000,87857.0000,ARMATEC SURVIVABILITY,Land,0,0,0,NULL,SAIC
8149608,2013,2016-09-26 06:50:16.527,Defense,Army,0,United States,1,Canada,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,001381284,007057334,129673443,16000 TABLE MOUNTAIN PKWY UNIT 1,NULL,NULL,NULL,NULL,NULL,NULL,"COORSTEK, INC.",376284.0000,52665.0000,"COORSTEK, INC.",Air,0,0,0,NULL,GENERAL DYNAMICS
